央视频道️,#genre#
CCTV5,http://123.122.162.7:19999/rtp/239.3.1.108:8001
CCTV5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8
CCTV5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://123.145.66.45:8004/udp/225.0.4.143:7980
CCTV5,http://123.182.60.29:9002/hls/7/index.m3u8
CCTV5,http://139.196.228.200:5678/mghd1080.php?id=cctv5
CCTV5,http://1732e975z9.zicp.fun:8082/hls/5/index.m3u8
CCTV5,http://183.66.15.146:60901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://1b6467f415.iok.la:9931/tsfile/live/1024_1.m3u8
CCTV5,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5
CCTV5,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://218.89.240.144:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://220.164.192.48:50085/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://220.249.114.102:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.196.136.66:1/udp/225.1.1.160:5002
CCTV5,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://58.48.37.158:1111/tsfile/live/0005_1.m3u8
CCTV5,http://60.12.183.46:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://60.164.128.167:8029/rtp/239.255.29.13:8231
CCTV5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://61.157.139.15:9901/tsfile/live/2375_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://dd.ddzb.fun/php/migu.php?id=cctv5
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.155:1234
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV5,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.35:9728
CCTV5,http://ha.xushining.com:50000/udp/225.1.1.160:5002
CCTV5,http://kxrj.site:998/123/mg.php?id=cctv5
CCTV5,http://vod.hnqczh.cn:808/hls/13/index.m3u8
CCTV5,http://www.erbao1981.top:8188/udp/239.76.253.155:9000
CCTV5,http://www.furymax.top:85/rtp/239.69.1.123:10376
CCTV5+,http://101.43.66.162/migunew.php?id=cctv5p
CCTV5+,http://106.120.14.74:2333/udp/225.1.8.20:8004
CCTV5+,http://110.177.146.152:888/udp/239.1.1.12:8012
CCTV5+,http://113.109.251.4:9999/udp/239.77.0.87:5146
CCTV5+,http://113.12.136.85:4022/udp/239.81.0.101:4056
CCTV5+,http://114.243.103.165:8822/rtp/239.3.1.130:8004
CCTV5+,http://114.243.104.64:8822/rtp/239.3.1.130:8004
CCTV5+,http://115.234.227.164:8808/udp/233.50.201.220:5140
CCTV5+,http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://117.27.190.42:9998/tsfile/live/23248_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://117.32.85.85:8025/rtp/239.111.205.13:5140
CCTV5+,http://118.251.60.185:8888/udp/239.76.253.168:9000
CCTV5+,http://120.234.5.29:6000/udp/239.20.0.203:2204
CCTV5+,http://121.24.98.154:8090/hls/5/index.m3u8
CCTV5+,http://121.24.98.232:8090/hls/5/index.m3u8
CCTV5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.145.66.45:8004/udp/225.0.4.73:7980
CCTV5+,http://123.182.60.29:9002/hls/17/index.m3u8
CCTV5+,http://125.82.171.210:8888/udp/235.254.199.121:7980
CCTV5+,http://183.223.157.33:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://1b6467f415.iok.la:9931/tsfile/live/1025_1.m3u8
CCTV5+,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5p
CCTV5+,http://220.249.114.102:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://221.0.78.198:1681/hls/10217/index.m3u8
CCTV5+,http://221.196.136.66:1/udp/225.1.1.121:5002
CCTV5+,http://36.35.16.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://58.48.37.158:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://58.48.5.186:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://59.173.243.210:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231
CCTV5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://61.138.128.226:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://dd.ddzb.fun/php/migu.php?id=cctv5p
CCTV5+,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.171:9014
CCTV5+,http://ha.xushining.com:50000/udp/225.1.1.121:5002
CCTV5+,http://kxrj.site:998/123/mg.php?id=cctv5p
CCTV5+,http://www.erbao1981.top:8188/udp/239.76.253.168:9000
CCTV5+,http://www.furymax.top:85/rtp/239.254.96.234:9484
CCTV5+,http://www.furymax.top:85/rtp/239.69.1.12:9712
CCTV6,http://106.120.14.74:2333/udp/225.1.8.84:8000
CCTV6,http://106.120.14.74:2333/udp/225.1.8.90:8000
CCTV6,http://110.177.146.152:888/udp/239.1.1.13:8013
CCTV6,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://112.123.206.32:808/hls/7/index.m3u8
CCTV6,http://113.109.251.4:9999/udp/239.77.0.171:5146
CCTV6,http://113.57.20.158:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://114.243.103.165:8822/rtp/239.3.1.174:8001
CCTV6,http://114.243.104.64:8822/rtp/239.3.1.174:8001
CCTV6,http://115.234.227.164:8808/udp/233.50.200.109:5140
CCTV6,http://116.117.105.198:8096/tsfile/live/0006_1.m3u8
CCTV6,http://117.32.85.85:8025/rtp/239.112.205.223:5140
CCTV6,http://119.163.199.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://120.234.5.29:6000/udp/239.20.0.29:3288
CCTV6,http://121.24.98.154:8090/hls/14/index.m3u8
CCTV6,http://123.122.162.7:19999/rtp/239.3.1.109:8001
CCTV6,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://123.145.66.45:8004/udp/225.0.4.144:7980
CCTV6,http://123.182.60.29:9002/hls/6/index.m3u8
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://139.196.228.200:5678/mghd1080.php?id=cctv6
CCTV6,http://1732e975z9.zicp.fun:8082/hls/7/index.m3u8
CCTV6,http://183.66.15.146:60901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://1b6467f415.iok.la:9931/tsfile/live/1026_1.m3u8
CCTV6,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv6
CCTV6,http://218.89.240.144:59901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://219.147.200.9:18080/newlive/live/hls/6/live.m3u8
CCTV6,http://220.249.114.102:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://221.196.136.66:1/udp/225.1.1.195:5002
CCTV6,http://36.35.16.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://58.17.48.228:808/hls/6/index.m3u8
CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8
CCTV6,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://60.12.183.46:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://60.164.128.167:8029/rtp/239.255.29.14:8231
CCTV6,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://dd.ddzb.fun/php/migu.php?id=cctv6
CCTV6,http://dms.yryyj.site:8188/udp/239.76.246.156:1234
CCTV6,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.36:9734
CCTV6,http://fangke.blueswords.com:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://kxrj.site:998/123/mg.php?id=cctv6
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6
CCTV6,http://vod.hnqczh.cn:808/hls/14/index.m3u8
CCTV6,http://www.furymax.top:85/rtp/239.69.1.124:10382
CCTV6,https://epg.pw/stream/c2a78d34141bd7ad12b19b2ab7f3f60f2b8a4c3bdd5c573889aad5bc3b331fe1.m3u8
CCTV7,http://1.24.190.98:10089/hls/14/index.m3u8
CCTV7,http://101.43.66.162/migunew.php?id=cctv7
